LAMMPS data file via write_data, version 17 Apr 2024, timestep = 27, units = metal

468 atoms
4 atom types

-3.377724 31.622276 xlo xhi
-4.066 40.934 ylo yhi
-5 5 zlo zhi

Masses

1 12.0107
2 12.0107
3 12.0107
4 12.0107

Atoms # full

1 1 4 0 -0.2267442268049677 -0.021897005634133077 0 0 0 0
5 5 4 0 2.2960282062870183 -0.0003249097060178085 0 0 0 0
9 9 4 0 4.79899279810984 0.005921375290259661 0 0 0 0
13 13 4 0 7.293110012270316 0.012340851397249854 0 0 0 0
17 17 4 0 9.781196342614848 0.020090893425286707 0 0 0 0
21 21 4 0 12.26370885070541 0.03064288394561178 0 0 0 0
2 2 4 0 -1.4189490386871975 0.6671050916010095 0 0 0 0
3 3 4 0 -1.3740057922954536 2.043334548996474 0 0 0 0
4 4 4 0 -0.16404137253748025 2.788914384930772 0 0 0 0
53 53 4 0 -0.11975254553661827 4.192852189667182 0 0 0 0
6 6 4 0 1.0383664383491185 0.6207102685636569 0 0 0 0
7 7 4 0 1.0664481258017502 2.0612840558988315 0 0 0 0
8 8 4 0 2.317813851942512 2.7634077075799417 0 0 0 0
10 10 4 0 3.548501008509814 0.6317280460287706 0 0 0 0
11 11 4 0 3.559704113296987 2.062656029665236 0 0 0 0
12 12 4 0 4.8057782712995465 2.767351596258208 0 0 0 0
57 57 4 0 2.3511381499483663 4.189527567873842 0 0 0 0
61 61 4 0 4.826331147489748 4.191996721335211 0 0 0 0
14 14 4 0 6.046115854746275 0.6416231793962293 0 0 0 0
15 15 4 0 6.049925939828322 2.0707557827341962 0 0 0 0
16 16 4 0 7.293176457879682 2.7756113922291066 0 0 0 0
18 18 4 0 8.536175652502914 0.6508865198199013 0 0 0 0
19 19 4 0 8.536660550343841 2.0794781311862844 0 0 0 0
65 65 4 0 7.304315290964353 4.19942068066361 0 0 0 0
20 20 4 0 9.776596554303245 2.7863265884077464 0 0 0 0
22 22 4 0 11.021107264653967 0.6630436976056078 0 0 0 0
23 23 4 0 11.019875521969803 2.090889578648137 0 0 0 0
24 24 4 0 12.25955979263633 2.795992711748147 0 0 0 0
26 26 4 0 13.502514911350756 0.6725276598618688 0 0 0 0
27 27 4 0 13.50204834104764 2.0992018482857637 0 0 0 0
69 69 4 0 9.78184449800164 4.209733488743002 0 0 0 0
73 73 4 0 12.261524562625421 4.218663920545668 0 0 0 0
54 54 4 0 -1.3042239707506398 4.964942452234142 0 0 0 0
55 55 4 0 -1.2749405696397675 6.331633714346758 0 0 0 0
56 56 4 0 -0.07072079566734152 7.070127801359102 0 0 0 0
105 105 4 0 -0.05800113953915797 8.46970897949609 0 0 0 0
106 106 4 0 -1.249917975449436 9.229012581504481 0 0 0 0
58 58 4 0 1.121762988079578 4.90597736318136 0 0 0 0
59 59 4 0 1.1516610401144534 6.335652783643159 0 0 0 0
60 60 4 0 2.38835733766208 7.041690056780906 0 0 0 0
62 62 4 0 3.590702211663937 4.8994941305731645 0 0 0 0
63 63 4 0 3.6161056388431376 6.324248542618574 0 0 0 0
64 64 4 0 4.851033956761615 7.036819382305483 0 0 0 0
109 109 4 0 2.4049643789610107 8.46485021966436 0 0 0 0
110 110 4 0 1.1776334944669542 9.182549555638776 0 0 0 0
113 113 4 0 4.866746284631829 8.460357993351398 0 0 0 0
114 114 4 0 3.637820868330359 9.17601300471927 0 0 0 0
66 66 4 0 6.065556272840591 4.901869355690402 0 0 0 0
67 67 4 0 6.083513774984884 6.32622644851687 0 0 0 0
68 68 4 0 7.318205985565123 7.039617510432613 0 0 0 0
